Loan_ID,Country,Loan_Amount,Tenor_Months,Interest_Rate,Borrower_Type,Secured,Days_Past_Due,Credit_Score,Repayment_History,Months_Elapsed,Outstanding_Balance,Moody_Rating,Default_Spread,Country_Risk_Premium,PD_Base,Score_Factor,Delinquency_Factor,History_Factor,Collateral_Factor,PD,LGD_Base,LGD,EAD,Utilization,ECL
MF0207,Gambia,4400.14,36,0.1475,Agricultural,True,0,581.0,0.912,28,977.81,0.04458282709314819,0.05,0.10337526396674374,0.05,1.197142857142857,1.0,1.088,0.8,0.05209965714285715,0.45,0.315,1026.7005,0.22222247473944007,16.849584372096004
MF0208,"Yemen, Republic",1912.36,18,0.1718,Agricultural,False,0,712.0,0.94,5,1381.15,0.11884873749896686,0.05,0.20344841908628034,0.05,0.8228571428571428,1.0,1.06,1.0,0.04361142857142858,0.45,0.54,1450.2075000000002,0.7222228032378841,34.15263523200001
MF0209,Guinea,2203.86,54,0.1868,Individual,True,30,424.0,0.904,32,897.87,0.08916565418629636,0.05,0.16345052793348747,0.05,1.6457142857142857,2.0,1.096,0.8,0.14429622857142863,0.45,0.315,942.7635,0.4074079115733304,42.851723507712016
MF0210,Syria,8420.87,30,0.1946,Women-owned,True,0,618.0,0.663,6,6736.7,0.17499999999999996,0.05,0.2791121249739206,0.05,1.0914285714285714,1.0,1.337,0.8,0.0583696,0.45,0.315,7073.535,0.8000004750103017,130.05701368884002
MF0211,Gambia,9974.41,18,0.1705,Women-owned,True,0,676.0,0.849,11,3878.94,0.04458282709314819,0.05,0.10337526396674374,0.05,0.9257142857142857,1.0,1.151,0.8,0.042619885714285724,0.45,0.315,4072.887,0.3888891673793237,54.679583217168016
MF0212,Syria,3930.6,6,0.2026,Agricultural,True,0,417.0,0.866,6,0.0,0.17499999999999996,0.05,0.2791121249739206,0.05,1.6657142857142857,1.0,1.134,0.8,0.07555680000000001,0.45,0.315,0.0,0.0,0.0
MF0213,"Yemen, Republic",13505.79,60,0.104,Individual,True,0,679.0,0.945,31,6527.8,0.11884873749896686,0.05,0.20344841908628034,0.05,0.9171428571428571,1.0,1.0550000000000002,0.8,0.03870342857142858,0.45,0.315,6854.1900000000005,0.48333344439681053,83.56340572020004
MF0214,Haiti,2144.76,36,0.116,Women-owned,True,0,450.0,0.965,19,1012.8,0.11884873749896686,0.05,0.20344841908628034,0.05,1.5714285714285714,1.0,1.0350000000000001,0.8,0.06505714285714287,0.45,0.315,1063.44,0.47222066804677437,21.793075920000007
MF0215,"Yemen, Republic",7685.85,12,0.2192,SME,False,180,565.0,0.823,6,3842.92,0.11884873749896686,0.05,0.20344841908628034,0.05,1.2428571428571429,25.0,1.177,1.0,0.99,0.45,0.54,4035.0660000000003,0.4999993494538665,2157.1462836000005
MF0216,"Korea, D.P.R.",3075.39,18,0.1348,Agricultural,True,0,350.0,0.97,18,0.0,0.11884873749896686,0.05,0.20344841908628034,0.05,1.8571428571428572,1.0,1.03,0.8,0.07651428571428573,0.45,0.315,0.0,0.0,0.0
MF0217,Algeria,4810.38,6,0.0839,Women-owned,True,0,505.0,0.933,0,4810.38,0.02979948756095544,0.05,0.08345474562790181,0.05,1.4142857142857144,1.0,1.067,0.8,0.06036171428571429,0.45,0.315,5050.899,1.0,96.03749053206
MF0218,Iran,8416.24,54,0.1061,SME,True,0,546.0,0.855,35,2961.27,0.06437154930159515,0.05,0.13004052473527228,0.05,1.2971428571428572,1.0,1.145,0.8,0.05940914285714286,0.45,0.315,3109.3335,0.35185189585848314,58.18769399898001
MF0219,Haiti,4071.1,48,0.118,Women-owned,True,0,566.0,0.918,2,3901.47,0.11884873749896686,0.05,0.20344841908628034,0.05,1.24,1.0,1.0819999999999999,0.8,0.0536672,0.45,0.315,4096.5435,0.9583331286384515,69.25275608680799
MF0220,Sudan,5957.2,12,0.2427,SME,False,0,501.0,0.813,0,5957.2,0.17499999999999996,0.05,0.2791121249739206,0.05,1.4257142857142857,1.0,1.187,1.0,0.08461614285714286,0.45,0.54,6255.06,1.0,285.81068729160006
MF0221,Iran,18124.76,48,0.1774,Agricultural,True,0,769.0,0.704,26,8307.18,0.06437154930159515,0.05,0.13004052473527228,0.05,0.6599999999999999,1.0,1.296,0.8,0.0342144,0.45,0.315,8722.539,0.4583332413780928,94.007478083904
MF0222,Algeria,5107.61,54,0.2386,Women-owned,True,0,496.0,0.824,52,189.17,0.02979948756095544,0.05,0.08345474562790181,0.05,1.44,1.0,1.1760000000000002,0.8,0.06773760000000001,0.45,0.315,198.6285,0.03703689201015739,4.238204632704001
MF0223,Libya,15812.46,6,0.1778,Women-owned,False,0,498.0,0.881,6,0.0,0.015830977766757574,0.05,0.06463220861482283,0.05,1.4342857142857142,1.0,1.119,1.0,0.08024828571428572,0.45,0.54,0.0,0.0,0.0
MF0224,Sudan,3282.09,30,0.1615,Individual,True,0,654.0,0.886,7,2516.27,0.17499999999999996,0.05,0.2791121249739206,0.05,0.9885714285714285,1.0,1.1139999999999999,0.8,0.04405074285714286,0.45,0.315,2642.0835,0.7666669713505723,36.661508372664
MF0225,Liberia,12380.07,48,0.1333,Agricultural,True,0,637.0,0.684,32,4126.69,0.08916565418629636,0.05,0.16345052793348747,0.05,1.0371428571428571,1.0,1.3159999999999998,0.8,0.0545952,0.45,0.315,4333.0244999999995,0.3333333333333333,74.517136842456
MF0226,Gambia,25674.53,12,0.1831,SME,False,0,497.0,0.829,3,19255.9,0.04458282709314819,0.05,0.10337526396674374,0.05,1.4371428571428573,1.0,1.171,1.0,0.08414471428571431,0.45,0.54,20218.695000000003,0.7500000973727661,918.7000095627004
MF0227,Haiti,1121.79,24,0.1037,Women-owned,False,0,502.0,0.84,13,514.15,0.11884873749896686,0.05,0.20344841908628034,0.05,1.4228571428571428,1.0,1.1600000000000001,1.0,0.0825257142857143,0.45,0.54,539.8575,0.45832999046167283,24.058147932000004
MF0228,Sierra Leone,4283.32,42,0.2327,Women-owned,False,0,634.0,0.927,35,713.89,0.08916565418629636,0.05,0.16345052793348747,0.05,1.0457142857142858,1.0,1.073,1.0,0.05610257142857144,0.45,0.54,749.5845,0.16666744487920584,22.708953694620007
MF0229,Sierra Leone,12857.18,18,0.221,SME,True,0,590.0,0.706,4,10000.03,0.08916565418629636,0.05,0.16345052793348747,0.05,1.1714285714285715,1.0,1.294,0.8,0.060633142857142865,0.45,0.315,10500.031500000001,0.7777778641972812,200.54472163236005
MF0230,"Yemen, Republic",6888.19,30,0.134,Agricultural,True,0,539.0,0.97,22,1836.85,0.11884873749896686,0.05,0.20344841908628034,0.05,1.3171428571428572,1.0,1.03,0.8,0.054266285714285725,0.45,0.315,1928.6924999999999,0.26666656988265425,32.9688381519
MF0231,Somalia,10904.35,48,0.242,Individual,True,60,836.0,0.721,44,908.7,0.09906001529051987,0.05,0.17678315831775177,0.05,0.5,4.0,1.279,0.8,0.10232,0.45,0.315,954.1350000000001,0.08333371544383664,30.752534358000002
MF0232,Brunei,4998.09,60,0.2203,Individual,True,0,486.0,0.673,59,83.3,0.005936616662534093,0.05,0.051299578230558564,0.05,1.4685714285714286,1.0,1.327,0.8,0.07795177142857145,0.45,0.315,87.465,0.01666636655202287,2.1476862817200004
MF0233,Algeria,8684.3,18,0.1933,Women-owned,False,0,619.0,0.544,14,1929.84,0.02979948756095544,0.05,0.08345474562790181,0.05,1.0885714285714285,1.0,1.456,1.0,0.079248,0.45,0.54,2026.332,0.22222171044298333,86.71468950144
MF0234,Sierra Leone,7154.22,24,0.1007,SME,True,0,409.0,0.764,5,5663.76,0.08916565418629636,0.05,0.16345052793348747,0.05,1.6885714285714286,1.0,1.236,0.8,0.08348297142857145,0.45,0.315,5946.948,0.791667016110771,156.38770034092803
MF0235,Madagascar,20624.31,54,0.1613,Women-owned,False,0,732.0,0.871,32,8402.5,0.05447718819737166,0.05,0.116707894351008,0.05,0.7657142857142857,1.0,1.129,1.0,0.043224571428571425,0.45,0.54,8822.625,0.40740756902897596,205.93125962999997
MF0236,Guinea-Bissau,9932.19,42,0.166,SME,False,0,519.0,0.545,18,5675.54,0.06437154930159515,0.05,0.13004052473527228,0.05,1.3742857142857143,1.0,1.455,1.0,0.09997928571428571,0.45,0.54,5959.317,0.571428859093513,321.7364587827
MF0237,Guinea-Bissau,10615.62,6,0.1195,Individual,True,0,382.0,0.868,6,0.0,0.06437154930159515,0.05,0.13004052473527228,0.05,1.7657142857142856,1.0,1.1320000000000001,0.8,0.07995154285714287,0.45,0.315,0.0,0.0,0.0
MF0238,"Korea, D.P.R.",5828.4,24,0.0936,Agricultural,True,90,579.0,0.699,12,2914.2,0.11884873749896686,0.05,0.20344841908628034,0.05,1.2028571428571428,8.0,1.3010000000000002,0.8,0.5007734857142858,0.45,0.315,3059.91,0.5,482.6813659516801
MF0239,"Korea, D.P.R.",5485.78,24,0.212,SME,False,0,693.0,0.815,5,4342.91,0.11884873749896686,0.05,0.20344841908628034,0.05,0.8771428571428571,1.0,1.185,1.0,0.05197071428571429,0.45,0.54,4560.0555,0.7916668185745692,127.97424441945002
MF0240,Gambia,5732.77,54,0.1007,Individual,True,0,330.0,0.294,14,4246.5,0.04458282709314819,0.05,0.10337526396674374,0.05,1.9142857142857141,1.0,1.706,0.8,0.13063085714285713,0.45,0.315,4458.825,0.7407413867990517,183.474941454
MF0241,Syria,11109.56,36,0.181,Women-owned,False,0,617.0,0.803,15,6480.58,0.17499999999999996,0.05,0.2791121249739206,0.05,1.0942857142857143,1.0,1.197,1.0,0.06549300000000001,0.45,0.54,6804.609,0.5833336333752192,240.6532989079801
MF0242,Sierra Leone,5786.09,54,0.2392,SME,True,0,399.0,0.768,23,3321.64,0.08916565418629636,0.05,0.16345052793348747,0.05,1.717142857142857,1.0,1.232,0.8,0.0846208,0.45,0.315,3487.722,0.5740733379536094,92.96715513254401
MF0243,Sierra Leone,10217.12,36,0.2289,Agricultural,True,0,374.0,0.678,22,3973.32,0.08916565418629636,0.05,0.16345052793348747,0.05,1.7885714285714287,1.0,1.322,0.8,0.09457965714285717,0.45,0.315,4171.986000000001,0.38888845388915855,124.29427672771205
MF0244,Gambia,42630.3,36,0.1272,Women-owned,True,0,486.0,0.975,9,31972.72,0.04458282709314819,0.05,0.10337526396674374,0.05,1.4685714285714286,1.0,1.025,0.8,0.060211428571428575,0.45,0.315,33571.356,0.7499998827125307,636.7344807096
MF0245,"Yemen, Republic",16267.1,30,0.2247,Women-owned,False,0,422.0,0.823,21,4880.13,0.11884873749896686,0.05,0.20344841908628034,0.05,1.6514285714285715,1.0,1.177,1.0,0.09718657142857144,0.45,0.54,5124.1365000000005,0.3,268.9185193021801
MF0246,Algeria,6242.78,30,0.0801,Individual,True,30,575.0,0.897,8,4578.04,0.02979948756095544,0.05,0.08345474562790181,0.05,1.2142857142857142,2.0,1.103,0.8,0.10714857142857143,0.45,0.315,4806.942,0.7333335469133944,162.2429449956
MF0247,"Yemen, Republic",21183.36,12,0.083,SME,False,0,490.0,0.954,8,7061.12,0.11884873749896686,0.05,0.20344841908628034,0.05,1.457142857142857,1.0,1.046,1.0,0.07620857142857143,0.45,0.54,7414.176,0.3333333333333333,305.11283109120006
MF0248,Libya,5846.16,48,0.1824,Women-owned,True,0,823.0,0.644,48,0.0,0.015830977766757574,0.05,0.06463220861482283,0.05,0.5057142857142858,1.0,1.3559999999999999,0.8,0.02742994285714286,0.45,0.315,0.0,0.0,0.0
MF0249,Somalia,1586.84,48,0.142,Agricultural,False,0,409.0,0.91,16,1057.89,0.09906001529051987,0.05,0.17678315831775177,0.05,1.6885714285714286,1.0,1.0899999999999999,1.0,0.09202714285714285,0.45,0.54,1110.7845000000002,0.6666645660558091,55.20005488710001
MF0250,Iran,3617.47,6,0.1457,SME,False,0,633.0,0.776,0,3617.47,0.06437154930159515,0.05,0.13004052473527228,0.05,1.0485714285714285,1.0,1.224,1.0,0.06417257142857143,0.45,0.54,3798.3435,1.0,131.62471356456
MF0251,Guinea,1814.14,48,0.176,Agricultural,True,0,652.0,0.976,43,188.97,0.08916565418629636,0.05,0.16345052793348747,0.05,0.9942857142857143,1.0,1.024,0.8,0.040725942857142865,0.45,0.315,198.4185,0.10416505892599247,2.5454458552320003
MF0252,Guyana,6116.77,30,0.1126,Women-owned,True,0,533.0,0.853,12,3670.06,0.015830977766757574,0.05,0.06463220861482283,0.05,1.3342857142857143,1.0,1.147,0.8,0.06121702857142857,0.45,0.315,3853.563,0.5999996730300469,74.30965802593201
MF0253,Iran,8223.36,12,0.116,Agricultural,False,0,489.0,0.632,11,685.28,0.06437154930159515,0.05,0.13004052473527228,0.05,1.46,1.0,1.3679999999999999,1.0,0.09986399999999998,0.45,0.54,719.544,0.08333333333333333,38.80253268863999
MF0254,"Yemen, Republic",30981.63,12,0.1624,Individual,True,0,685.0,0.913,9,7745.41,0.11884873749896686,0.05,0.20344841908628034,0.05,0.9,1.0,1.087,0.8,0.03913200000000001,0.45,0.315,8132.6805,0.25000008069297835,100.24813679769002
MF0255,Gambia,10525.35,36,0.2082,Agricultural,False,0,428.0,0.689,18,5262.68,0.04458282709314819,0.05,0.10337526396674374,0.05,1.6342857142857143,1.0,1.311,1.0,0.10712742857142858,0.45,0.54,5525.814,0.5000004750435852,319.66177207536003
MF0256,Sierra Leone,6800.28,54,0.1853,SME,True,0,552.0,0.883,28,3274.21,0.08916565418629636,0.05,0.16345052793348747,0.05,1.28,1.0,1.117,0.8,0.0571904,0.45,0.315,3437.9205,0.4814816448734464,61.93405529740801
MF0257,Gambia,15733.14,6,0.1306,Agricultural,False,0,307.0,0.795,1,13110.95,0.04458282709314819,0.05,0.10337526396674374,0.05,1.98,1.0,1.205,1.0,0.11929500000000001,0.45,0.54,13766.497500000001,0.8333333333333334,886.8281324017503
MF0258,Sudan,1381.73,36,0.1532,Agricultural,False,0,566.0,0.66,35,38.38,0.17499999999999996,0.05,0.2791121249739206,0.05,1.24,1.0,1.3399999999999999,1.0,0.08307999999999999,0.45,0.54,40.29900000000001,0.02777677259667229,1.8079420968000002
MF0259,Myanmar,9783.88,54,0.109,Individual,False,0,632.0,0.804,18,6522.59,0.09906001529051987,0.05,0.17678315831775177,0.05,1.0514285714285714,1.0,1.196,1.0,0.06287542857142857,0.45,0.54,6848.7195,0.6666670073631321,232.53273381312
MF0260,Sudan,15013.31,48,0.0927,Agricultural,True,0,771.0,0.573,6,13136.65,0.17499999999999996,0.05,0.2791121249739206,0.05,0.6542857142857144,1.0,1.427,0.8,0.03734662857142858,0.45,0.315,13793.4825,0.8750002497783633,162.26912130471
MF0261,Brunei,2482.77,36,0.2131,Agricultural,True,0,742.0,0.894,25,758.62,0.005936616662534093,0.05,0.051299578230558564,0.05,0.7371428571428571,1.0,1.1059999999999999,0.8,0.0326112,0.45,0.315,796.551,0.3055538773225067,8.182592450928
MF0262,Gambia,20231.64,18,0.1251,Women-owned,True,0,530.0,0.865,14,4495.92,0.04458282709314819,0.05,0.10337526396674374,0.05,1.342857142857143,1.0,1.135,0.8,0.060965714285714304,0.45,0.315,4720.716,0.22222222222222224,90.65757420720003
MF0263,Sierra Leone,10623.22,48,0.1102,Women-owned,True,30,532.0,0.77,46,442.63,0.08916565418629636,0.05,0.16345052793348747,0.05,1.3371428571428572,2.0,1.23,0.8,0.13157485714285716,0.45,0.315,464.7615,0.041666274444095104,19.26254230992
MF0264,"Korea, D.P.R.",5812.52,54,0.1976,SME,True,0,429.0,0.916,37,1829.87,0.11884873749896686,0.05,0.20344841908628034,0.05,1.6314285714285715,1.0,1.084,0.8,0.07073874285714286,0.45,0.315,1921.3635,0.3148152608507153,42.813174146904004
MF0265,Guinea,13443.16,6,0.1851,Women-owned,True,0,756.0,0.843,2,8962.11,0.08916565418629636,0.05,0.16345052793348747,0.05,0.6971428571428571,1.0,1.157,0.8,0.03226377142857143,0.45,0.315,9410.2155,0.6666669146242402,95.636848225464
MF0266,Algeria,49839.06,54,0.1876,Women-owned,False,0,426.0,0.876,37,15690.07,0.02979948756095544,0.05,0.08345474562790181,0.05,1.6400000000000001,1.0,1.124,1.0,0.09216800000000003,0.45,0.54,16474.5735,0.31481472563888646,819.9513847879202
MF0267,Guinea,9372.11,36,0.1189,Women-owned,True,0,447.0,0.857,15,5467.06,0.08916565418629636,0.05,0.16345052793348747,0.05,1.58,1.0,1.143,0.8,0.07223760000000001,0.45,0.315,5740.4130000000005,0.5833328887518392,130.62220231057202
MF0268,Algeria,9883.05,36,0.1195,Women-owned,True,0,429.0,0.84,1,9608.52,0.02979948756095544,0.05,0.08345474562790181,0.05,1.6314285714285715,1.0,1.1600000000000001,0.8,0.07569828571428573,0.45,0.315,10088.946000000002,0.972222137902773,240.5705138121601
MF0269,Myanmar,5611.15,24,0.1175,Individual,False,0,552.0,0.688,6,4208.36,0.09906001529051987,0.05,0.17678315831775177,0.05,1.28,1.0,1.312,1.0,0.083968,0.45,0.54,4418.778,0.7499995544585334,200.35941359616004
MF0270,Zimbabwe,4105.67,6,0.1095,Women-owned,True,0,747.0,0.894,5,684.28,0.08916565418629636,0.05,0.16345052793348747,0.05,0.7228571428571429,1.0,1.1059999999999999,0.8,0.0319792,0.45,0.315,718.494,0.1666670726093427,7.237711947312
MF0271,Sierra Leone,15744.85,60,0.1915,Individual,True,0,382.0,0.77,42,4723.46,0.08916565418629636,0.05,0.16345052793348747,0.05,1.7657142857142856,1.0,1.23,0.8,0.08687314285714287,0.45,0.315,4959.633,0.3000003175641559,135.72055543032002
MF0272,"Yemen, Republic",4085.23,48,0.2242,Individual,False,0,489.0,0.742,6,3574.58,0.11884873749896686,0.05,0.20344841908628034,0.05,1.46,1.0,1.258,1.0,0.091834,0.45,0.54,3753.309,0.8750009179409727,186.12794450124002
MF0273,Iran,8580.55,12,0.2031,Women-owned,False,0,484.0,0.848,3,6435.41,0.06437154930159515,0.05,0.13004052473527228,0.05,1.4742857142857142,1.0,1.1520000000000001,1.0,0.08491885714285716,0.45,0.54,6757.1805,0.7499997086433854,309.8585046067201
MF0274,Haiti,5529.62,6,0.2147,Agricultural,True,0,469.0,0.894,4,1843.21,0.11884873749896686,0.05,0.20344841908628034,0.05,1.5171428571428571,1.0,1.1059999999999999,0.8,0.0671184,0.45,0.315,1935.3705000000002,0.33333393614751106,40.918175980668
MF0275,Gambia,11886.8,12,0.1488,Individual,True,0,502.0,0.77,7,4952.83,0.04458282709314819,0.05,0.10337526396674374,0.05,1.4228571428571428,1.0,1.23,0.8,0.07000457142857143,0.45,0.315,5200.471500000001,0.41666638624356434,114.67788525396003
MF0276,Somalia,10582.21,6,0.1912,Agricultural,False,0,762.0,0.612,3,5291.1,0.09906001529051987,0.05,0.17678315831775177,0.05,0.6799999999999999,1.0,1.388,1.0,0.04719199999999999,0.45,0.54,5555.655000000001,0.4999995275089042,141.5785342104
MF0277,Algeria,18583.55,6,0.1402,Agricultural,True,0,453.0,0.837,6,0.0,0.02979948756095544,0.05,0.08345474562790181,0.05,1.5628571428571427,1.0,1.163,0.8,0.07270411428571429,0.45,0.315,0.0,0.0,0.0
MF0278,Sierra Leone,5388.31,54,0.1693,Women-owned,True,0,380.0,0.972,3,5088.96,0.08916565418629636,0.05,0.16345052793348747,0.05,1.7714285714285714,1.0,1.028,0.8,0.07284114285714287,0.45,0.315,5343.408,0.9444445475483035,122.60428282368002
MF0279,Madagascar,6529.59,6,0.1619,SME,True,0,741.0,0.809,4,2176.53,0.05447718819737166,0.05,0.116707894351008,0.05,0.74,1.0,1.1909999999999998,0.8,0.035253599999999996,0.45,0.315,2285.3565000000003,0.33333333333333337,25.378618831146
MF0280,Syria,3703.33,24,0.1101,Women-owned,True,90,659.0,0.701,11,2005.97,0.17499999999999996,0.05,0.2791121249739206,0.05,0.9742857142857143,8.0,1.299,0.8,0.4049910857142857,0.45,0.315,2106.2685,0.5416665541553143,268.701289485552
MF0281,Myanmar,5679.2,60,0.1458,SME,True,0,630.0,0.802,4,5300.59,0.09906001529051987,0.05,0.17678315831775177,0.05,1.0571428571428572,1.0,1.198,0.8,0.05065828571428571,0.45,0.315,5565.619500000001,0.9333339202704607,88.81259398452
MF0282,Guyana,10958.17,36,0.2438,SME,True,60,562.0,0.943,28,2435.15,0.015830977766757574,0.05,0.06463220861482283,0.05,1.2514285714285713,4.0,1.057,0.8,0.21164159999999999,0.45,0.315,2556.9075000000003,0.22222232361790337,170.46161822087998
MF0283,Guyana,14847.56,42,0.1223,Women-owned,False,0,711.0,0.858,29,4595.67,0.015830977766757574,0.05,0.06463220861482283,0.05,0.8257142857142857,1.0,1.142,1.0,0.04714828571428571,0.45,0.54,4825.4535000000005,0.30952358502003025,122.85640457226
MF0284,Malawi,3874.87,12,0.1027,Women-owned,False,30,385.0,0.862,12,0.0,0.08916565418629636,0.05,0.16345052793348747,0.05,1.7571428571428571,2.0,1.138,1.0,0.1999628571428571,0.45,0.54,0.0,0.0,0.0
MF0285,Syria,16247.34,36,0.1512,SME,True,0,373.0,0.791,25,4964.46,0.17499999999999996,0.05,0.2791121249739206,0.05,1.7914285714285714,1.0,1.209,0.8,0.08663348571428574,0.45,0.315,5212.683,0.30555524781287274,142.25176293728404
MF0286,Iran,23968.85,42,0.2144,Women-owned,False,0,349.0,0.708,18,13696.49,0.06437154930159515,0.05,0.13004052473527228,0.05,1.8599999999999999,1.0,1.292,1.0,0.120156,0.45,0.54,14381.3145,0.5714287502320721,933.1206615334802
MF0287,Brunei,11279.56,60,0.179,SME,False,0,360.0,0.92,25,6579.74,0.005936616662534093,0.05,0.051299578230558564,0.05,1.8285714285714287,1.0,1.08,1.0,0.09874285714285716,0.45,0.54,6908.727,0.5833330378135317,368.3812193280001
MF0288,Zimbabwe,36367.71,60,0.1958,Agricultural,True,0,577.0,0.778,36,14547.08,0.08916565418629636,0.05,0.16345052793348747,0.05,1.2085714285714286,1.0,1.222,0.8,0.05907497142857143,0.45,0.315,15274.434000000001,0.3999998900123214,284.23607692334406
MF0289,Algeria,4363.23,12,0.1122,Women-owned,True,0,811.0,0.818,10,727.2,0.02979948756095544,0.05,0.08345474562790181,0.05,0.54,1.0,1.182,0.8,0.025531200000000004,0.45,0.315,763.5600000000001,0.1666655207266177,6.140799967680001
MF0290,Russia,2993.73,12,0.1852,Agricultural,False,0,493.0,0.946,2,2494.78,0.02979948756095544,0.05,0.08345474562790181,0.05,1.4485714285714286,1.0,1.054,1.0,0.0763397142857143,0.45,0.54,2619.5190000000002,0.8333350034906288,107.98559929404004
MF0291,Algeria,1952.81,60,0.135,Individual,True,0,491.0,0.767,52,260.37,0.02979948756095544,0.05,0.08345474562790181,0.05,1.4542857142857142,1.0,1.233,0.8,0.07172537142857144,0.45,0.315,273.3885,0.13333094361458617,6.176800887642002
MF0292,Guinea-Bissau,26818.18,42,0.2218,Agricultural,False,0,340.0,0.903,29,8300.87,0.06437154930159515,0.05,0.13004052473527228,0.05,1.8857142857142857,1.0,1.097,1.0,0.10343142857142858,0.45,0.54,8715.9135,0.309523987086372,486.8096676894001
MF0293,Sierra Leone,13677.3,6,0.187,Agricultural,True,60,558.0,0.881,2,9118.2,0.08916565418629636,0.05,0.16345052793348747,0.05,1.262857142857143,4.0,1.119,0.8,0.2261019428571429,0.45,0.315,9574.11,0.6666666666666667,681.8883347203202
MF0294,Syria,7750.65,48,0.1138,SME,False,30,553.0,0.936,42,968.83,0.17499999999999996,0.05,0.2791121249739206,0.05,1.2771428571428571,2.0,1.064,1.0,0.135888,0.45,0.54,1017.2715000000001,0.12499983872320387,74.64689437968
MF0295,Guinea,10137.28,18,0.091,Agricultural,True,120,426.0,0.943,6,6758.19,0.08916565418629636,0.05,0.16345052793348747,0.05,1.6400000000000001,15.0,1.057,0.8,0.99,0.45,0.315,7096.0995,0.6666669954859685,2212.9186290750004
MF0296,Gambia,3293.18,36,0.0872,Women-owned,True,0,548.0,0.87,8,2561.36,0.04458282709314819,0.05,0.10337526396674374,0.05,1.2914285714285714,1.0,1.13,0.8,0.05837257142857142,0.45,0.315,2689.4280000000003,0.7777771029825276,49.45148083008
MF0297,Somalia,57331.28,54,0.1431,SME,False,0,700.0,0.883,52,2123.38,0.09906001529051987,0.05,0.17678315831775177,0.05,0.8571428571428572,1.0,1.117,1.0,0.04787142857142858,0.45,0.54,2229.5490000000004,0.03703702411667767,57.63511567800003
MF0298,Somalia,8985.59,36,0.1252,Individual,True,0,642.0,0.892,12,5990.39,0.09906001529051987,0.05,0.17678315831775177,0.05,1.022857142857143,1.0,1.108,0.8,0.04533302857142858,0.45,0.315,6289.909500000001,0.6666662957023413,89.81930382868804
MF0299,Madagascar,8844.19,54,0.1898,Women-owned,True,0,638.0,0.961,14,6551.25,0.05447718819737166,0.05,0.116707894351008,0.05,1.0342857142857143,1.0,1.0390000000000001,0.8,0.0429849142857143,0.45,0.315,6878.8125,0.7407405313544824,93.14082719550004
MF0300,Myanmar,14481.3,42,0.1649,Individual,True,0,683.0,0.809,4,13102.13,0.09906001529051987,0.05,0.17678315831775177,0.05,0.9057142857142857,1.0,1.1909999999999998,0.8,0.043148228571428575,0.45,0.315,13757.236499999999,0.904762003411296,186.984121279158
MF0301,Zimbabwe,11906.11,54,0.1252,Agricultural,True,0,547.0,0.781,28,5732.57,0.08916565418629636,0.05,0.16345052793348747,0.05,1.2942857142857143,1.0,1.2189999999999999,0.8,0.06310937142857141,0.45,0.315,6019.1984999999995,0.4814813570511275,119.65836765922197
MF0302,Guyana,9692.5,12,0.1054,Women-owned,True,0,793.0,0.749,2,8077.08,0.015830977766757574,0.05,0.06463220861482283,0.05,0.5914285714285714,1.0,1.251,0.8,0.029595085714285714,0.45,0.315,8480.934000000001,0.833332989424813,79.06310013016801
MF0303,Gambia,4305.38,48,0.1016,Women-owned,False,0,584.0,0.801,26,1973.3,0.04458282709314819,0.05,0.10337526396674374,0.05,1.1885714285714286,1.0,1.1989999999999998,1.0,0.07125485714285715,0.45,0.54,2071.965,0.4583335268896125,79.72428784320002
MF0304,"Korea, D.P.R.",11815.58,48,0.227,Individual,True,60,648.0,0.85,26,5415.47,0.11884873749896686,0.05,0.20344841908628034,0.05,1.0057142857142858,4.0,1.15,0.8,0.18505142857142862,0.45,0.315,5686.2435000000005,0.45833298069159534,331.4579571072001
MF0305,Guinea-Bissau,36520.16,12,0.1214,Women-owned,False,0,422.0,0.958,7,15216.73,0.06437154930159515,0.05,0.13004052473527228,0.05,1.6514285714285715,1.0,1.042,1.0,0.08603942857142857,0.45,0.54,15977.5665,0.4166665753928788,742.3383734758801
MF0306,Somalia,23773.72,24,0.1908,Women-owned,False,30,564.0,0.913,19,4952.86,0.09906001529051987,0.05,0.17678315831775177,0.05,1.2457142857142858,2.0,1.087,1.0,0.13540914285714287,0.45,0.54,5200.503,0.20833340343875503,380.26565297424
MF0307,Myanmar,28985.45,42,0.2178,Women-owned,False,0,501.0,0.946,9,22774.28,0.09906001529051987,0.05,0.17678315831775177,0.05,1.4257142857142857,1.0,1.054,1.0,0.07513514285714286,0.45,0.54,23912.994,0.7857142117855682,970.22135897928
MF0308,Zimbabwe,5383.14,24,0.1844,Agricultural,True,0,504.0,0.791,12,2691.57,0.08916565418629636,0.05,0.16345052793348747,0.05,1.4171428571428573,1.0,1.209,0.8,0.0685330285714286,0.45,0.315,2826.1485000000002,0.5,61.01062250774403
MF0309,Gambia,3671.36,24,0.2261,Individual,False,0,658.0,0.924,2,3365.41,0.04458282709314819,0.05,0.10337526396674374,0.05,0.9771428571428571,1.0,1.076,1.0,0.052570285714285715,0.45,0.54,3533.6805,0.9166657587379063,100.31396049432001
MF0310,Algeria,7327.36,36,0.1467,Women-owned,True,0,652.0,0.853,7,5902.6,0.02979948756095544,0.05,0.08345474562790181,0.05,0.9942857142857143,1.0,1.147,0.8,0.04561782857142858,0.45,0.315,6197.7300000000005,0.8055561621102281,89.05900017168001
